Refactor sp09 #1 - sptimer_err01 and sptimer_err02,  First do a Getting Started task.<p><p> This task consists of modifying testsuites/sptests/sp09 per the instructions at <a href=http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring>http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring</a>. You will need to create a new test (sptimer_err01 and sptimer_err02) based on 01 for non-server cases and 02 for server cases from screen 14. <br> A patch generated using git diff will need to be submitted to fulfill this task. This patch will be reviewed by the mentors and suggestions are likely to be made.,96,gedare,Code,"C, Classic API, Testing, refactoring"
Refactor sp09 #2 - spclock_err02,  First do a Getting Started task.<p><p> This task consists of modifying testsuites/sptests/sp09 per the instructions at <a href=http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring>http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring</a>. You will need to create a new test (spclock_err02) based on all cases from screen 13. <br> A patch generated using git diff will need to be submitted to fulfill this task. This patch will be reviewed by the mentors and suggestions are likely to be made.,96,crempel2,Code,"C, Classic API, Testing, refactoring"
Refactor sp09 #3 - spio_err01,  First do a Getting Started task.<p><p> This task consists of modifying testsuites/sptests/sp09 per the instructions at <a href=http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring>http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring</a>. You will need to create a new test (spio_err01) based on all cases from screen 13. <br> A patch generated using git diff will need to be submitted to fulfill this task. This patch will be reviewed by the mentors and suggestions are likely to be made.,96,hiddenpearls,Code,"C, Classic API, Testing, refactoring"
Refactor sp09 #4 - spregion_err01,  First do a Getting Started task.<p><p> This task consists of modifying testsuites/sptests/sp09 per the instructions at <a href=http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring>http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring</a>. You will need to create a new test (spregion_err01) based on all cases from screen 12. <br> A patch generated using git diff will need to be submitted to fulfill this task. This patch will be reviewed by the mentors and suggestions are likely to be made.,96,vipulnayyar,Code,"C, Classic API, Testing, refactoring"
Refactor sp09 #5 - sppartition_err01,  First do a Getting Started task.<p><p> This task consists of modifying testsuites/sptests/sp09 per the instructions at <a href=http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring>http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring</a>. You will need to create a new test (sppartition_err01) based on all cases from screen 11. <br> A patch generated using git diff will need to be submitted to fulfill this task. This patch will be reviewed by the mentors and suggestions are likely to be made.,96,chrisjohns,Code,"C, Classic API, Testing, refactoring"
Refactor sp09 #6 - spratemon_err01,  First do a Getting Started task.<p><p> This task consists of modifying testsuites/sptests/sp09 per the instructions at <a href=http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring>http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring</a>. You will need to create a new test (spratemon_err01) based on all cases from screen 10. <br> A patch generated using git diff will need to be submitted to fulfill this task. This patch will be reviewed by the mentors and suggestions are likely to be made.,96,hesham,Code,"C, Classic API, Testing, refactoring"
Refactor sp09 #7 - spport_err01,  First do a Getting Started task.<p><p> This task consists of modifying testsuites/sptests/sp09 per the instructions at <a href=http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring>http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring</a>. You will need to create a new test (spport_err01) based on all cases from screen 9. <br> A patch generated using git diff will need to be submitted to fulfill this task. This patch will be reviewed by the mentors and suggestions are likely to be made.,96,ing_nalvarez,Code,"C, Classic API, Testing, refactoring"
Refactor sp09 #8 - spsignal_err01,  First do a Getting Started task.<p><p> This task consists of modifying testsuites/sptests/sp09 per the instructions at <a href=http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring>http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring</a>. You will need to create a new test (spsignal_err01) based on all cases from screen 9. <br> A patch generated using git diff will need to be submitted to fulfill this task. This patch will be reviewed by the mentors and suggestions are likely to be made.,96,jmayes,Code,"C, Classic API, Testing, refactoring"
Refactor sp09 #9 - spintr_err01,  First do a Getting Started task.<p><p> This task consists of modifying testsuites/sptests/sp09 per the instructions at <a href=http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring>http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring</a>. You will need to create a new test (spintr_err01) based on all cases from screen 9. <br> A patch generated using git diff will need to be submitted to fulfill this task. This patch will be reviewed by the mentors and suggestions are likely to be made.,96,nickwithers,Code,"C, Classic API, Testing, refactoring"
Refactor sp09 #10 - spmsgq_err01 and spmsgq_err02,  First do a Getting Started task.<p><p> This task consists of modifying testsuites/sptests/sp09 per the instructions at <a href=http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring>http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring</a>. You will need to create a new test (spmsgq_err01 and spmsgq_err02) based on 01 for screen 7 and 08 for screen 8 from screens 7 and 8. <br> A patch generated using git diff will need to be submitted to fulfill this task. This patch will be reviewed by the mentors and suggestions are likely to be made.,96,joel_sherrill,Code,"C, Classic API, Testing, refactoring"
Refactor sp09 #11 - spsem_err01 and spsem_err02,  First do a Getting Started task.<p><p> This task consists of modifying testsuites/sptests/sp09 per the instructions at <a href=http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring>http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring</a>. You will need to create a new test (spsem_err01 and spsem_err02) based on 01 for screen 5 and 02 for screen 6 from screens 5 and 6. <br> A patch generated using git diff will need to be submitted to fulfill this task. This patch will be reviewed by the mentors and suggestions are likely to be made.,96,gedare,Code,"C, Classic API, Testing, refactoring"
Refactor sp09 #12 - spevent_err03,  First do a Getting Started task.<p><p> This task consists of modifying testsuites/sptests/sp09 per the instructions at <a href=http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring>http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring</a>. You will need to create a new test (spevent_err03) based on all cases but check what clock set test case is from screen 4. <br> A patch generated using git diff will need to be submitted to fulfill this task. This patch will be reviewed by the mentors and suggestions are likely to be made.,96,crempel2,Code,"C, Classic API, Testing, refactoring"
Refactor sp09 #13 - sptask_err0[123],  First do a Getting Started task.<p><p> This task consists of modifying testsuites/sptests/sp09 per the instructions at <a href=http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring>http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring</a>. You will need to create a new test (sptask_err0[123]) based on screen 3 to 03 and task wake when cases to sptask_err02 and all screen 1 cases to sptask_err01 from screens 1-3. <br> A patch generated using git diff will need to be submitted to fulfill this task. This patch will be reviewed by the mentors and suggestions are likely to be made.,96,hiddenpearls,Code,"C, Classic API, Testing, refactoring"
Refactor sp09 #14 - spclock_err01,  First do a Getting Started task.<p><p> This task consists of modifying testsuites/sptests/sp09 per the instructions at <a href=http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring>http://www.rtems.org/wiki/index.php/GoogleCodeInProjects#sp09_Refactoring</a>. You will need to create a new test (spclock_err01) based on clock cases from screen 2. <br> A patch generated using git diff will need to be submitted to fulfill this task. This patch will be reviewed by the mentors and suggestions are likely to be made.,96,vipulnayyar,Code,"C, Classic API, Testing, refactoring"
